,event,date,person,quote,Positive?,Negative?,Team?,Individual?
780,2024 - NBA DRAFT,26-Jun,DEVIN CARTER,"Just a mature, win-now, do-it-all type of player. Like I said, rebounding, dive on the floor, take charges, anything that is needed to do to win. Just very excited to play with some great players, and hopefully we can win a championship.",1.0,,,1.0
781,2024 - NBA DRAFT,26-Jun,BUB CARRINGTON,"I'm feeling about as good as you think I'd be feeling. It's a special feeling to finally be here and have my name called, and especially being so close to home. You know, that means a lot.",1.0,,,1.0
782,2024 - NBA DRAFT,26-Jun,BUB CARRINGTON,"It means a lot. Definitely because I would say when I was younger, I wasn't really like that in my area, and to now be sort of that guy that people want to see, especially being from the area and now back in the area. It means a lot to finally see all the stuff that I've done come to light.",1.0,,,1.0
783,2024 - NBA DRAFT,26-Jun,BUB CARRINGTON,I haven't even touched my phone yet.,,1.0,,1.0
784,2024 - NBA DRAFT,26-Jun,BUB CARRINGTON,"Definitely. Yeah, I'm pretty sure he has texted me already.",1.0,,,1.0
785,2024 - NBA DRAFT,26-Jun,BUB CARRINGTON,"For sure, yeah, he ain't got no choice.",1.0,,,1.0
786,2024 - NBA DRAFT,26-Jun,BUB CARRINGTON,"I would say the biggest adjustment would be how they game plan. It's real strategic for the league. I'm starting to see that working out for all these different teams. They have a real game plan and strategy going into every single game, and if you don't execute it, you can't play. I feel like that's something I'm going to have to get adjusted to.",1.0,,1.0,
787,2024 - NBA DRAFT,26-Jun,MATAS BUZELIS,Feeling good. Super blessed. I'm ready to work. I'm going to give the Bulls organization everything I've got.,1.0,,,1.0
788,2024 - NBA DRAFT,26-Jun,MATAS BUZELIS,"Super excited, man. I mean, this is a dream come true. I've been thinking about this since a young age. It means the world to me.",1.0,,,1.0
789,2024 - NBA DRAFT,26-Jun,MATAS BUZELIS,"I'll dress well, but I'm worried about basketball. I'm not really worried about that. I want to win.",1.0,,,1.0
790,2024 - NBA DRAFT,26-Jun,MATAS BUZELIS,"Chicago is a winning program and I want to win. So being there, I can embrace it. I fit many different ways on the team. I feel like I can do everything on the court. Whatever Coach asks me to do, I'm going to do to the best of my abilities and I'm going to work hard.",1.0,,,1.0
791,2024 - NBA DRAFT,26-Jun,MATAS BUZELIS,See my family. That's it.,1.0,,,1.0
792,2024 - NBA DRAFT,26-Jun,MATAS BUZELIS,"The program did an amazing job, even when they had the shutdown. Look at all the picks that they had. Everyone is good. All the coaches are amazing. They did a great job with everyone that they produced. I can't thank them enough, honestly. I would do it ten times over again.",1.0,,1.0,
793,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"It was amazing, amazing to be able to be in this position. After everything that happened last year with me and the injury and everything, you learn more to appreciate and cherish the moments and opportunity you're given. Tonight was one of those times where you just realize being in a locker room full of some greats in the NBA and the best players in the world and be able to be out here and be able to represent my country and my organization, I just wanted to cherish this moment and make the most of it.",1.0,,,1.0
794,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,I didn't know it was going to be 50. I thought maybe it was going to be more like 15. But God is good. It's Sunday. I'm blessed to be in this situation.,1.0,,,1.0
795,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"It's great. Like I said, it's a huge honor. It's all because of my teammates. My teammates tonight kept finding me and passing me the ball.",1.0,,1.0,
796,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"I just was trying, like I said, to take advantage of the opportunity and make some shots. I wish I could have made a little more, but beggars can't be choosers on a night like this.",1.0,,,1.0
797,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"Indy is great. Indy is such a pinnacle of basketball. I had such love for Indy watching them. For me growing up, Reggie Miller was the guy that just was electric to me, especially his shooting. So to be able to be in the house that Reggie Miller, Larry Bird, Jermaine O'Neal, Ron Artest -- you know, we could keep going down the list. Even people like Monta Ellis, I want to give a shoutout to.",1.0,,1.0,
798,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"To be in the building where they had historical moments, it's really special.",1.0,,,1.0
799,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"Absolutely. Like I told him on the court, GOAT. He's one of those guys that probably will never come again. The talent, his ability to overcome all adversity and his ability to exceed people's expectations. Just tremendous respect for LeBron, tremendous respect for what he's done and the impact he's had on the game of basketball.",1.0,,,1.0
800,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"I'm just -- it's crazy. I'm just blessed to be with -- I have no kids, but I tell my niece and my nephew that they get to see their uncle playing with LeBron James, it's a really cool experience for those children to have those childhood memories.",1.0,,,1.0
801,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"I knew I had a lot, but I knew Ant was the one as always -- it's always Ant -- was looking at me saying -- he was breaking down the points to me on the bench. I knew it was something special because even Steph got up and was like, Get 50! Get 50!",1.0,,,1.0
802,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"I hadn't been shooting the three ball well all night, but when I needed them to go in, they definitely did. God was good. I just was honored to be in the moment. I definitely tried to go the reverse through the legs. I couldn't make it in the All-Star Game, but I made it in a real game. Kind of funny how I did that.",1.0,,,1.0
803,2024 - ALL-STAR GAME,18-Feb,KARL-ANTHONY TOWNS,"I've really got to say, I think it was great coaching. The play calls and stuff like that, they're fantastic. I would love possibly one day to be able to play for this coaching staff if everything lines up.",1.0,,,1.0
804,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"I remember I was standing there like I never met Larry Bird. I've never been in the same room with him. As crazy as it sounds, it's never worked out.",1.0,,,1.0
805,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"So Taylor, our PR girl, saw him before -- I was sitting on the sidelines, and she grabbed me. She was like, He's over there. I got a chance to go meet him and tell him how much of an honor it was to meet him. He told me he was looking forward to meeting me. So that was crazy to hear him say that.",1.0,,,1.0
806,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"He's a lot taller than I thought he was. But obviously what he means to the game, what he means to the city of Boston and the Celtics, he's the ultimate Celtic. It was an honor to meet him.",1.0,,,1.0
807,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"All-Star Weekend is special, and it's always more special when you get to share it with a teammate or two. I've been fortunate enough to share it with him three times now. It was great. It was great to have a teammate, familiar face around, especially we get to share the same locker room.",1.0,,,1.0
808,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"It's a special weekend for us, for our families, obviously for our team, the Celtics. So it's always great.",1.0,,1.0,
809,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"Much deserved. Like you said, we scored 200 points. We had three guys score over 36 points, so it could have went either way. But Dame put on a show. I was happy for him. It was cool that I could take a backseat this year and kind of chill and get to enjoy the show a little bit.",1.0,,1.0,
810,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"Actually, I got to talk to him before the game started. The time difference is a little crazy. He actually is up -- he's a Finalist for Coach of the Year. He started off as an assistant coach, and the head coach got let go, and halfway through the season.",1.0,,,1.0
811,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"They were like in the 10th or 11th seed, and how he kind of turned around. They're in the 4th seed going into the playoffs. Extremely obviously happy for him. Happy for what he's been able to do over there and kind of turn that organization around.",1.0,,,1.0
812,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,He loves it. He loves it over there. He loves being in Australia. He says the games are extremely competitive. The atmosphere is crazy. Hopefully they can continue and go all the way. But it's been great to see him turn that thing around and have a lot of success over there.,1.0,,,1.0
813,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"Meeting Larry, it was super quick. I had told him it was an honor to meet him, and he told me he was looking forward to finally get to meet me. Then we took a picture. So we didn't get to talk in detail.",1.0,,,1.0
814,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"It's extremely important. Being an All-Star is obviously a reflection of the work that you've put in your whole life, the work that you've obviously put in the first half of the season, but it should be celebrated with your family. Nobody is successful by themselves. Everybody has a support group, people to help raise them, support them through ups and downs.",1.0,,,1.0
815,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"I loved it. The shorter introductions, not being on the stage and all that, I'm definitely a fan of that.",1.0,,,1.0
816,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"East versus West, I thought it was cool. This is my first All-Star Game experience in East versus West. So that's kind of what I grew up watching. I enjoyed that.",1.0,,,1.0
817,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"Yeah, I liked it better this year honestly. It was a regular game. Halftime was a little shorter, and the introductions was a lot shorter. So it felt like a little bit more normal of a game than past years.",1.0,,,1.0
818,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"I think it's my responsibility. I understand the platform that I have and the position that I'm in. I'm in a position to inspire a lot of kids and a lot of people, and I think, as we all were inspired by somebody. I feel like, as you grow up, you should always keep that in mind, that somebody inspired you to get where you are today.",1.0,,,1.0
819,2024 - ALL-STAR GAME,18-Feb,JAYSON TATUM,"The larger your platform, I feel like the larger your responsibility is. Growing up from St. Louis, I always had it in my mind that I wanted to impact my community. I wanted to change and make St. Louis a better place than when I grew up. I didn't always know how to articulate that when I was younger, but from a very young age, I knew that I was going to be where I'm at today, and that I was going to inspire kids and help change lives back where I'm from.",1.0,,,1.0
820,2024 - ALL-STAR GAME,18-Feb,DONOVAN MITCHELL,"No. Honestly, I don't really shoot one-legged threes. It was really a spur of the moment. I just saw LeBron is in front of me, and I figured why not go ahead and shoot a one-legged shot.",1.0,,,1.0
